Hẹp động mạch thận phải có tiến hành hiến thận được không ?	disease* Hẹp động mạch thận *disease phải có tiến hành procedure* hiến thận *procedure được không ?
Hiện tượng tức ngực trái khi nằm có nguy hiểm không ?	Hiện tượng disease* tức ngực trái *disease khi nằm có nguy hiểm không ?
Biểu hiện khó thở , nóng rát vùng bụng là dấu hiệu bệnh gì ?	Biểu hiện disease* khó thở *disease , disease* nóng rát vùng bụng *disease là dấu hiệu bệnh gì ?
Hay căng thẳng , bực tức là dấu hiệu bệnh gì ?	Hay disease* căng thẳng *disease , disease* bực tức *disease là dấu hiệu bệnh gì ?
Trẻ mắc tay chân miệng có biểu hiện như thế nào ?	Trẻ mắc disease* tay chân miệng *disease có biểu hiện như thế nào ?
Phẫu thuật tái tạo dây chằng sau bao lâu có thể đi lại được ?	procedure* Phẫu thuật tái tạo dây chằng *procedure sau bao lâu có thể đi lại được ?
Lạc giọng , vòm họng đau nhẹ khi ấn lâu ngày không khỏi phải làm sao ?	disease* Lạc giọng *disease , disease* vòm họng đau nhẹ *disease khi ấn lâu ngày không khỏi phải làm sao ?
Mẹo tâm lý , chăm sóc hỗ trợ trẻ không còn tiểu dầm khi đã lớn là gì ?	Mẹo tâm lý , chăm sóc hỗ trợ trẻ không còn disease* tiểu dầm *disease khi đã lớn là gì ?
Sùi mào gà không tái phát sau điều trị có phải hết bệnh rồi không ?	disease* Sùi mào gà *disease không tái phát sau điều trị có phải hết bệnh rồi không ?
Phụ nữ trên 60 tuổi có bị mắc ung thư cổ tử cung không ?	Phụ nữ trên 60 tuổi có bị mắc disease* ung thư cổ tử cung *disease không ?
Điều trị ho , thở khò khè khi ngủ ở trẻ như thế nào ?	Điều trị disease* ho *disease , disease* thở khò khè *disease khi ngủ ở trẻ như thế nào ?
Quan hệ đồng tính có nguy cơ phơi nhiễm HIV không ?	Quan hệ đồng tính có nguy cơ phơi nhiễm disease* HIV *disease không ?
Tử cung bị teo bẩm sinh có khả năng mang thai không ?	disease* Tử cung bị teo bẩm sinh *disease có khả năng disease* mang thai *disease không ?
Sử dụng kem trị nứt gót chân lâu dài có ảnh hưởng đến sức khoẻ không ?	Sử dụng drug* kem trị nứt gót chân *drug lâu dài có ảnh hưởng đến sức khoẻ không ?
Mất ngủ , đêm thức dậy nhiều lần , ban ngày nhức đầu nhẹ , có tiền sử viêm xoang là dấu hiệu bệnh gì ?	disease* Mất ngủ *disease , disease* đêm thức dậy nhiều lần *disease , disease* ban ngày nhức đầu nhẹ *disease , có tiền sử disease* viêm xoang *disease là dấu hiệu bệnh gì ?
Má phải xuất hiện hạch kèm theo sưng đau là triệu chứng bệnh gì ?	Má phải xuất hiện hạch kèm theo disease* sưng đau *disease là triệu chứng bệnh gì ?
Kết quả định lượng glucose 3.18 phản ánh điều gì ?	Kết quả định lượng glucose 3.18 phản ánh điều gì ?
Que thử thai có hiện 2 vạch nếu thai ngoài tử cung không ?	Que thử thai có hiện 2 vạch nếu disease* thai ngoài tử cung *disease không ?
Người gầy yếu , nổi nhiều mụn nước và ngứa ngáy là biểu hiện của bệnh gì ?	Người disease* gầy yếu *disease , nổi nhiều disease* mụn nước *disease và disease* ngứa ngáy *disease là biểu hiện của bệnh gì ?
Thường xuyên bị chuột rút ở bàn chân ban ngày và ban đêm lý do vì sao	disease* Thường xuyên bị chuột rút ở bàn chân ban ngày và ban đêm *disease lý do vì sao
Tiêm insulin cho người bị tiểu đường tuýp 2 lúc 20 giờ tối sau bữa ăn có được không ?	procedure* Tiêm insulin *procedure cho người bị disease* tiểu đường *disease tuýp 2 lúc 20 giờ tối sau bữa ăn có được không ?
Chứng ngủ rũ Narcolepsy có chữa được không ?	disease* Chứng ngủ rũ Narcolepsy *disease có chữa được không ?
Trẻ đã bị sởi liệu có mắc lại không ?	Trẻ đã bị disease* sởi *disease liệu có mắc lại không ?
Bệnh thoái hoá chất trắng nên dùng thuốc gì ?	Bệnh disease* thoái hoá chất trắng *disease nên dùng thuốc gì ?
Trẻ sơ sinh bị thuỷ đậu bao lâu thì khỏi ?	Trẻ sơ sinh bị disease* thuỷ đậu *disease bao lâu thì khỏi ?
Uống Whey protein bị đau dạ dày kèm theo tiêu chảy nguyên nhân do đâu ?	Uống drug* Whey protein *drug bị disease* đau dạ dày *disease kèm theo disease* tiêu chảy *disease nguyên nhân do đâu ?
Trẻ bị ngộ độc thức ăn nên ăn gì ?	Trẻ bị disease* ngộ độc thức ăn *disease nên ăn gì ?
Nổi hạch ở cổ không đau cứng , di chuyển được là dấu hiệu bệnh gì ?	disease* Nổi hạch ở cổ không đau cứng *disease , di chuyển được là dấu hiệu bệnh gì ?
Khó ngủ , thường suy nghĩ linh tinh có phải dấu hiệu trầm cảm ?	disease* Khó ngủ *disease , thường disease* suy nghĩ linh tinh *disease có phải dấu hiệu disease* trầm cảm *disease ?
Trẻ sơ sinh bị viêm phế quản phổi không có phản ứng với thuốc sau 3 ngày sử dụng có nên đi khám lại ?	Trẻ sơ sinh bị disease* viêm phế quản phổi *disease không có phản ứng với thuốc sau 3 ngày sử dụng có nên đi khám lại ?
Trẻ 5 tuổi mắc viêm xoang hàm và xoang sàng nên điều trị thế nào ?	Trẻ 5 tuổi mắc disease* viêm xoang *disease hàm và xoang sàng nên điều trị thế nào ?
Chóng mặt liên tục là triệu chứng của bệnh gì ?	disease* Chóng mặt liên tục *disease là triệu chứng của bệnh gì ?
Lọc máu trong điều trị viêm tuỵ cấp có biến chứng gì không ?	procedure* Lọc máu *procedure trong điều trị disease* viêm tuỵ cấp *disease có biến chứng gì không ?
Kích thước dương vật bao nhiêu là ngắn ?	Kích thước dương vật bao nhiêu là ngắn ?
Viêm vùng tầng sinh môn kèm trĩ phải làm sao ?	disease* Viêm vùng tầng sinh môn *disease kèm disease* trĩ *disease phải làm sao ?
Một bên mắt không mổ bị đỏ và cộm như kim châm là bị làm sao ?	Một bên mắt không procedure* mổ *procedure disease* bị đỏ *disease và disease* cộm như kim châm *disease là bị làm sao ?
Có vết đỏ ở lưỡi là bị sao ?	disease* Có vết đỏ ở lưỡi *disease là bị sao ?
Cách điều trị tăng huyết áp thai kỳ	Cách điều trị disease* tăng huyết áp *disease thai kỳ
Đặt stent sau phẫu thuật nhồi máu cơ tim có thể vận động mạnh không ?	procedure* Đặt stent *procedure sau procedure* phẫu thuật *procedure disease* nhồi máu cơ tim *disease có thể vận động mạnh không ?
Xử lý thế nào khi bị dị vật trong mắt ?	Xử lý thế nào khi bị disease* dị vật trong mắt *disease ?
Khoa hồi tỉnh khác khoa hồi sức không ?	Khoa hồi tỉnh khác khoa hồi sức không ?
Bị thoát vị bẹn phình to ở bìu không đau có ảnh hưởng đến khả năng sinh sản ?	disease* Bị thoát vị bẹn phình to ở bìu không đau *disease có ảnh hưởng đến khả năng sinh sản ?
Dùng dung dịch Nacl 3% súc miệng và rửa mũi liên tục nhiều ngày liệu có tác dụng phụ gì không ?	Dùng drug* dung dịch Nacl 3% *drug procedure* súc miệng *procedure và procedure* rửa mũi *procedure liên tục nhiều ngày liệu có tác dụng phụ gì không ?
Nhịn tiểu có thể dẫn tới bệnh tiểu không tự chủ không ?	disease* Nhịn tiểu *disease có thể dẫn tới bệnh disease* tiểu không tự chủ *disease không ?
Viêm tai giữa ở trẻ em	disease* Viêm tai giữa *disease ở trẻ em
11 tuổi xuất hiện lông mu có phải dậy thì sớm ?	11 tuổi xuất hiện disease* lông mu *disease có phải disease* dậy thì sớm *disease ?
Trẻ sơ sinh bú bao nhiêu sữa mẹ thì đủ ?	Trẻ sơ sinh bú bao nhiêu sữa mẹ thì đủ ?
Tiêm BCG sau 2 tuần nhưng không thấy sưng đỏ , mưng mủ chỗ tiêm là sao ?	procedure* Tiêm BCG *procedure sau 2 tuần nhưng không thấy disease* sưng đỏ *disease , disease* mưng mủ *disease chỗ tiêm là sao ?
Trẻ 2 tháng tuổi bị ghẻ nên điều trị thế nào ?	Trẻ 2 tháng tuổi bị disease* ghẻ *disease nên điều trị thế nào ?
3 tháng cuối thai kỳ thường xuyên mệt mỏi , đau đầu do đâu ?	3 tháng cuối thai kỳ thường xuyên disease* mệt mỏi *disease , disease* đau đầu *disease do đâu ?
Có yếu tố nào ảnh hưởng đến khả năng có kinh nguyệt trở lại sau thất bại chuyển phôi ?	Có yếu tố nào ảnh hưởng đến khả năng có kinh nguyệt trở lại sau thất bại procedure* chuyển phôi *procedure ?
Trẻ sơ sinh ho có đờm kèm hắt hơi sổ mũi phải điều trị như thế nào ?	Trẻ sơ sinh disease* ho *disease có đờm kèm disease* hắt hơi disease* *disease sổ mũi *disease phải điều trị như thế nào ?
Sau 2 tuần mang thai luôn cảm thấy buồn nôn , lợm miệng thì nên làm gì ?	Sau 2 tuần mang thai luôn cảm thấy disease* buồn nôn *disease , disease* lợm miệng *disease thì nên làm gì ?
Đau giữa ngực khi tác động vào là bị làm sao ?	disease* Đau giữa ngực *disease khi tác động vào là bị làm sao ?
Dấu hiệu đau bụng ngang rốn , nhói từng cơn cảnh báo bệnh gì ?	Dấu hiệu disease* đau bụng ngang rốn *disease , disease* nhói từng cơn *disease cảnh báo bệnh gì ?
Bệnh nhân tiền sử vôi hoá phổi lưng bị nóng như lửa đốt cảnh báo điều gì ?	Bệnh nhân tiền sử disease* vôi hoá phổi lưng *disease bị nóng như lửa đốt cảnh báo điều gì ?
Đau hông trái có phải bị nang thận không ?	disease* Đau hông trái *disease có phải bị disease* nang thận *disease không ?
Trẻ 2 tháng nghẹt mũi kèm theo thở rít kéo dài có phải dấu hiệu viêm phổi ?	Trẻ 2 tháng disease* nghẹt mũi *disease kèm theo disease* thở rít *disease kéo dài có phải dấu hiệu disease* viêm phổi *disease ?
Nguyên nhân gây chậm kinh là gì ?	Nguyên nhân gây disease* chậm kinh *disease là gì ?
Người lớn tuổi có mổ sa tử cung cấp độ 3 được không ?	Người lớn tuổi có procedure* mổ *procedure disease* sa tử cung cấp độ 3 *disease được không ?
Đi tiểu nhiều lần trong ngày khiến cơ thể mệt mỏi nên khắc phục thế nào ?	disease* Đi tiểu *disease nhiều lần trong ngày khiến cơ thể disease* mệt mỏi *disease nên khắc phục thế nào ?
Điều trị nứt hậu môn như thế nào ?	Điều trị disease* nứt hậu môn *disease như thế nào ?
Người mắc phì đại tiền liệt tuyến hơn 4 năm có dùng thuốc avodart được không ?	Người mắc disease* phì đại tiền liệt tuyến *disease hơn 4 năm có dùng drug* thuốc avodart *drug được không ?
Phải làm sao khi bị đau bụng dưới trên xương mu ?	Phải làm sao khi bị disease* đau bụng dưới *disease trên xương mu ?
Muốn bỏ 2 mũi cuối vắc-xin phế cầu và vắc-xin 6 trong 1 được không ?	Muốn bỏ 2 mũi cuối vắc-xin disease* phế cầu *disease và vắc-xin 6 trong 1 được không ?
Chỉ số SCC có ý nghĩa như thế nào ?	Chỉ số SCC có ý nghĩa như thế nào ?
Sau mổ gãy thân xương đùi bao lâu có thể đi lại bình thường được ?	Sau procedure* mổ *procedure disease* gãy thân xương đùi *disease bao lâu có thể đi lại bình thường được ?
Trẻ mắc bệnh u xơ thần kinh có thể chữa khỏi không ?	Trẻ mắc disease* bệnh u xơ thần kinh *disease có thể chữa khỏi không ?
Bé uống thuốc vào buổi sáng , chiều xét nghiệm nước tiểu có được không ?	Bé uống thuốc vào buổi sáng , chiều procedure* xét nghiệm nước tiểu *procedure có được không ?
Đi vệ sinh phân đen kèm chảy máu có sao không ?	Đi vệ sinh disease* phân đen *disease kèm disease* chảy máu *disease có sao không ?
Thường xuyên chóng mặt kèm buồn nôn phải làm gì ?	Thường xuyên disease* chóng mặt *disease kèm disease* buồn nôn *disease phải làm gì ?
Chậm kinh và ra máu màu đỏ nâu thì có thai không ?	disease* Chậm kinh *disease và disease* ra máu màu đỏ nâu *disease thì có disease* thai *disease không ?
Đau bụng từng cơn , tiêu chảy kèm nổi cục cứng trong bụng phải làm sao ?	disease* Đau bụng từng cơn *disease , disease* tiêu chảy *disease kèm disease* nổi cục cứng trong bụng *disease phải làm sao ?
Trẻ thường xuyên lo lắng quá mức , có đáng lo ngại không ?	Trẻ thường xuyên disease* lo lắng quá mức *disease , có đáng lo ngại không ?
Sau phẫu thuật nối gân ở cẳng tay sấp thì bao lâu mới tập luyện được ?	Sau procedure* phẫu thuật nối gân ở cẳng tay sấp *procedure thì bao lâu mới tập luyện được ?
Nuốt vướng , đau tức thượng vị , ợ hơi là dấu hiệu bệnh gì ?	disease* Nuốt vướng *disease , disease* đau tức thượng vị *disease , disease* ợ hơi *disease là dấu hiệu bệnh gì ?
Mắc ung thư đại tràng giai đoạn 3 có dừng hoá trị được không ?	Mắc disease* ung thư đại tràng giai đoạn 3 *disease có dừng procedure* hoá trị *procedure được không ?
Đau nhói ngực trái là dấu hiệu của bệnh lý tim mạch ?	disease* Đau nhói ngực trái *disease là dấu hiệu của disease* bệnh lý tim mạch *disease ?
Bệnh liệt dây thanh quản mạn tính điều trị thế nào ?	Bệnh disease* liệt dây thanh quản *disease mạn tính điều trị thế nào ?
