Hẹp động_mạch thận phải có tiến_hành hiến thận được không ?	disease* Hẹp động_mạch thận *disease phải có tiến_hành procedure* hiến thận *procedure được không ?
Hỏi_đáp : Thời_gian ủ_bệnh lao trong bao_lâu ?	Hỏi_đáp : Thời_gian ủ_bệnh disease* lao *disease trong bao_lâu ?
Xuất_hiện dấu_hiệu bệnh trầm_cảm , nên làm gì ?	Xuất_hiện dấu_hiệu disease* bệnh trầm_cảm *disease , nên làm gì ?
Trẻ 15 tháng sợ bú bình cần làm gì để khắc_phục ?	Trẻ 15 tháng disease* sợ bú bình *disease cần làm gì để khắc_phục ?
Điều_trị vẹo vách ngăn mũi như_thế_nào ?	Điều_trị disease* vẹo vách ngăn mũi *disease như_thế_nào ?
Vệ_sinh mũi xuất_hiện cảm_giác choáng_váng là mắc bệnh gì ?	Vệ_sinh mũi xuất_hiện cảm_giác disease* choáng_váng *disease là mắc bệnh gì ?
Tiêm 1 mũi cho trẻ bị_động vật cắn có tác_dụng không ?	procedure* Tiêm *procedure 1 mũi cho trẻ disease* bị_động vật cắn *disease có tác_dụng không ?
Có_thể gia_hạn thêm thời_gian lưu_trữ tế_bào gốc ở Vinmec không ?	Có_thể gia_hạn thêm thời_gian procedure* lưu_trữ tế_bào gốc *procedure ở Vinmec không ?
Trẻ 5 tuổi chưa biết đi , chân_tay và các cơ rất yếu cần khắc_phục và điều_trị như_thế_nào ?	Trẻ disease* 5 tuổi chưa biết đi *disease , disease* chân_tay và các cơ rất yếu *disease cần khắc_phục và điều_trị như_thế_nào ?
Tập_thể_dục cho người đặt máy hỗ_trợ nhịp tim như_thế_nào ?	Tập_thể_dục cho người đặt máy hỗ_trợ nhịp tim như_thế_nào ?
Quan_hệ tình_dục tiết dịch_nhầy kèm hôi là bị gì ?	disease* Quan_hệ tình_dục tiết dịch_nhầy kèm hôi *disease là bị gì ?
Ho kéo_dài kèm theo đau ngực có phải ung_thư phổi ?	disease* Ho *disease kéo_dài kèm theo disease* đau ngực *disease có phải disease* ung_thư phổi *disease ?
Dùng nhiệt_kế đo ở miệng như_thế_nào ?	Dùng procedure* nhiệt_kế *procedure đo ở miệng như_thế_nào ?
Chóng_mặt khi thay_đổi tư_thế đột_ngột là dấu_hiệu của bệnh gì ?	disease* Chóng_mặt disease* *disease khi thay_đổi tư_thế đột_ngột *disease là dấu_hiệu của bệnh gì ?
Trẻ nhỏ bị tiêu_chảy kèm theo nôn là dấu_hiệu bệnh gì ?	Trẻ nhỏ bị disease* tiêu_chảy *disease kèm theo disease* nôn *disease là dấu_hiệu bệnh gì ?
Không cho con bú nhưng tức tuyến vú là bị làm_sao ?	Không cho con bú nhưng disease* tức tuyến vú *disease là bị làm_sao ?
Hỏi_đáp : Cơ_chế của thuốc_mê qua Synapse	Hỏi_đáp : Cơ_chế của drug* thuốc_mê qua Synapse *drug
Trẻ đã tiêm vắc-xin Lao nhưng có bố bị bệnh thì có lây sang con không ?	Trẻ đã procedure* tiêm vắc-xin *procedure disease* Lao *disease nhưng có bố bị bệnh thì có lây sang con không ?
Sau khi sinh thường bao_lâu có_thể quan_hệ vợ_chồng ?	Sau khi sinh thường bao_lâu có_thể quan_hệ vợ_chồng ?
Đau nửa đầu kèm mỏi vai gáy là bệnh gì ?	disease* Đau nửa đầu *disease kèm disease* mỏi vai gáy *disease là bệnh gì ?
Điều_trị hen phế_quản bị dị_ứng là do đâu ?	Điều_trị disease* hen phế_quản bị dị_ứng *disease là do đâu ?
Thời_điểm nào nên cho trẻ sinh non ăn dặm ?	Thời_điểm nào nên cho trẻ disease* sinh non *disease ăn dặm ?
Trẻ sơ_sinh ngủ hay giật_mình , không sâu giấc , lười bú có sao không ?	Trẻ sơ_sinh ngủ hay giật_mình , disease* không sâu giấc *disease , disease* lười bú *disease có sao không ?
Choáng_váng đầu_óc , tê mỏi chân_tay , tim đập nhanh và mờ mắt là_là dấu_hiệu huyết_áp_thấp hay rối_loạn tuần_hoàn máu ?	disease* Choáng_váng đầu_óc *disease , disease* tê mỏi chân_tay *disease , disease* tim đập nhanh *disease và disease* mờ mắt *disease là_là dấu_hiệu disease* huyết_áp_thấp *disease hay disease* rối_loạn tuần_hoàn máu *disease ?
Phải làm_sao để nhổ răng số 6 , 7 , 8 khi bị dị_ứng thuốc tê ?	Phải làm_sao để procedure* nhổ răng *procedure số 6 , 7 , 8 khi bị disease* dị_ứng thuốc tê *disease ?
Phải làm_sao khi bị ốm_nghén sau khi cảm cúm ?	Phải làm_sao khi bị disease* ốm_nghén *disease sau khi disease* cảm cúm *disease ?
Bị sốt cao kéo_dài về khuya khi đang uống thuốc lao màng phổi điều_trị thế_nào ?	Bị disease* sốt cao kéo_dài *disease về khuya khi đang procedure* uống thuốc *procedure disease* lao màng phổi *disease điều_trị thế_nào ?
Bé 8 tuổi rụng răng_cửa sau 2 tháng chưa mọc lại có đáng lo không ?	Bé 8 tuổi disease* rụng răng_cửa sau 2 tháng chưa mọc lại *disease có đáng lo không ?
Các phương_pháp điều_trị dậy_thì sớm ở trẻ ?	Các phương_pháp điều_trị disease* dậy_thì sớm *disease ở trẻ ?
Bắp_tay bị sưng sau khi tiêm thuốc chống cơn gò bụng do đau dạ_dày nên làm gì ?	disease* Bắp_tay bị sưng *disease sau khi procedure* tiêm *procedure thuốc chống cơn gò bụng do disease* đau dạ_dày *disease nên làm gì ?
Khó đi vào giấc_ngủ là dấu_hiệu bệnh_lý gì ?	disease* Khó đi vào giấc_ngủ *disease là dấu_hiệu bệnh_lý gì ?
Trẻ 10 tuổi có dấu_hiệu dậy_thì có ảnh_hưởng gì không ?	Trẻ 10 tuổi có dấu_hiệu disease* dậy_thì *disease có ảnh_hưởng gì không ?
Chế_độ dinh_dưỡng cho mẹ bầu bị cường_giáp ?	Chế_độ dinh_dưỡng cho disease* mẹ bầu bị cường_giáp *disease ?
Bé 8 tháng đại_tiện khó , ăn và ngủ ngoan nhưng không tăng cân liệu phải do đường ruột có vấn_đề không ?	Bé 8 tháng disease* đại_tiện khó *disease , disease* ăn và ngủ ngoan *disease nhưng disease* không tăng cân *disease liệu phải do disease* đường ruột *disease có vấn_đề không ?
Hai bên tinh_hoàn không đều nhau có sao không ?	disease* Hai bên tinh_hoàn không đều nhau *disease có sao không ?
Súc miệng nhầm nước giặt có sao không ?	disease* Súc miệng nhầm nước giặt *disease có sao không ?
Loạn sản thận đa nang ở trẻ có cần đi khám thường_xuyên ?	disease* Loạn sản thận đa nang *disease ở trẻ có cần đi khám thường_xuyên ?
Kinh_nguyệt ra nhiều xuất_hiện các cục máu đông có sao không ?	disease* Kinh_nguyệt ra nhiều *disease xuất_hiện các disease* cục máu đông *disease có sao không ?
Đau_đầu , ù tai , chóng_mặt , khó thở là dấu_hiệu bệnh gì ?	disease* Đau_đầu *disease , disease* ù tai *disease , disease* chóng_mặt *disease , disease* khó thở *disease là dấu_hiệu bệnh gì ?
Trẻ bú mẹ và uống sữa công_thức ít đi_ngoài , phân có màu xanh đậm có bình_thường không ?	Trẻ bú mẹ và uống sữa công_thức disease* ít đi_ngoài *disease , disease* phân có màu xanh đậm *disease có bình_thường không ?
Đau nửa đầu gần hốc mắt , đau gáy , buồn_nôn là triệu_chứng của bệnh gì ?	disease* Đau nửa đầu *disease gần hốc mắt , disease* đau gáy *disease , disease* buồn_nôn *disease là triệu_chứng của bệnh gì ?
Chi_phí thu_thập , vận_chuyển ngoại_viện máu cuống rốn thế_nào ?	Chi_phí thu_thập , vận_chuyển ngoại_viện procedure* máu cuống rốn *procedure thế_nào ?
Mũi bị ngạt kèm theo khó thở là bệnh gì ?	disease* Mũi bị ngạt *disease kèm theo disease* khó thở *disease là bệnh gì ?
Bé co_giật nhẹ tay_chân khi ngủ là bị làm_sao ?	Bé disease* co_giật nhẹ tay_chân *disease khi ngủ là bị làm_sao ?
“ Thả bầu ” 7 tháng vẫn chưa có_thai là do đâu ?	disease* “ Thả bầu ” 7 tháng vẫn chưa có_thai *disease là do đâu ?
Đỏ da kèm nổi mạch_máu hai bên rãnh mũi má do dùng mỹ_phẩm nên làm gì ?	disease* Đỏ da *disease kèm disease* nổi mạch_máu *disease hai bên rãnh mũi má do dùng mỹ_phẩm nên làm gì ?
Trẻ bị viêm da cơ_địa ngừng thuốc điều_trị bị mẩn đỏ , tróc da , ngứa_ngáy , quấy khóc phải làm_sao ?	Trẻ bị disease* viêm da cơ_địa *disease ngừng thuốc điều_trị bị disease* mẩn đỏ *disease , disease* tróc da *disease , disease* ngứa_ngáy *disease , disease* quấy khóc *disease phải làm_sao ?
Ngoài phẫu_thuật ra còn phương_pháp nào không xâm_lấn cải_thiện được lõm ngực nhẹ ở trẻ không ?	Ngoài procedure* phẫu_thuật *procedure ra còn phương_pháp nào không xâm_lấn cải_thiện được disease* lõm ngực nhẹ *disease ở trẻ không ?
Sau sảy thai sớm cần lưu_ý gì trước khi mang thai lần tiếp_theo ?	Sau disease* sảy thai *disease sớm cần lưu_ý gì trước khi procedure* mang thai *procedure lần tiếp_theo ?
Có loại thuốc tránh thai hàng ngày nào không gây_rối loạn kinh_nguyệt không ?	Có loại drug* thuốc tránh thai *drug hàng ngày nào không disease* gây_rối loạn kinh_nguyệt *disease không ?
Nổi mụn mủ vùng kín , ra huyết trắng , đi_tiểu rát có phải viêm âm_đạo không ?	Nổi mụn mủ vùng kín , disease* ra huyết trắng *disease , disease* đi_tiểu rát *disease có phải disease* viêm âm_đạo *disease không ?
Vợ mắc đa nang buồng_trứng , chồng tinh_trùng kém có_thể mang thai tự_nhiên được không ?	Vợ mắc disease* đa nang buồng_trứng *disease , disease* chồng tinh_trùng kém *disease có_thể disease* mang thai *disease tự_nhiên được không ?
Bé 4 tuổi bị viêm amidan quá phát có cắt được không ?	Bé 4 tuổi bị disease* viêm amidan *disease quá phát có cắt được không ?
Trẻ bị ngạt_mũi thường_xuyên có phải biến_chứng của viêm amidan ?	Trẻ bị disease* ngạt_mũi *disease thường_xuyên có phải biến_chứng của disease* viêm amidan *disease ?
Ra máu nâu đen kéo_dài sau sạch kinh 7 ngày có đáng lo ?	disease* Ra máu nâu đen *disease kéo_dài sau sạch kinh 7 ngày có đáng lo ?
Triệu_chứng tê chân , nặng chân từ đầu_gối xuống bàn_chân cảnh_báo bệnh_lý gì ?	Triệu_chứng disease* tê chân *disease , disease* nặng chân *disease từ đầu_gối xuống bàn_chân cảnh_báo bệnh_lý gì ?
Có_thể điều_trị khỏi bệnh viêm hang vị dạ_dày có HP hay không ?	Có_thể điều_trị khỏi bệnh disease* viêm hang vị dạ_dày *disease có HP hay không ?
Tức ngực , khó thở , buồn_nôn là dấu_hiệu bệnh gì ?	disease* Tức ngực *disease , disease* khó thở *disease , disease* buồn_nôn *disease là dấu_hiệu bệnh gì ?
Trẻ có_thể bị viêm màng não vì những nụ hôn không ?	Trẻ có_thể bị disease* viêm màng não *disease vì những nụ hôn không ?
Ra huyết trắng lẫn máu nâu sau khi quan_hệ có đáng lo_ngại ?	disease* Ra huyết trắng *disease lẫn disease* máu nâu *disease sau khi quan_hệ có đáng lo_ngại ?
Xuất_hiện triệu_chứng đau_đầu , tê tay kèm nôn là biểu_hiện bệnh gì ?	Xuất_hiện triệu_chứng disease* đau_đầu *disease , disease* tê tay *disease kèm disease* nôn *disease là biểu_hiện bệnh gì ?
Làm_sao để cải_thiện tình_trạng xuất_tinh sớm ?	Làm_sao để cải_thiện tình_trạng disease* xuất_tinh sớm *disease ?
Quan_hệ xuất trong có nên dùng miếng dán tránh thai ?	Quan_hệ xuất trong có nên dùng drug* miếng dán tránh thai *drug ?
Vú nổi hạt cứng không đau hơn 1 năm phải làm gì ?	disease* Vú nổi hạt cứng không đau *disease hơn 1 năm phải làm gì ?
Sau mổ nội_soi polyp mũi vẫn xuất_hiện chảy_máu là do đâu ?	Sau procedure* mổ nội_soi polyp mũi *procedure vẫn xuất_hiện disease* chảy_máu *disease là do đâu ?
Điều_trị hội_chứng ruột kích_thích như_thế_nào ?	Điều_trị disease* hội_chứng ruột kích_thích *disease như_thế_nào ?
Trẻ xuất_hiện chấm đỏ dưới da là bị sao ?	Trẻ xuất_hiện disease* chấm đỏ dưới da *disease là bị sao ?
Có đáng lo khi chỉ_số TSH là 0.213 uIU / ml ?	Có đáng lo khi chỉ_số TSH là 0.213 uIU / ml ?
Bị đau răng_khôn và sưng ở cổ có nguy_hiểm không ?	Bị disease* đau răng_khôn *disease và disease* sưng ở cổ *disease có nguy_hiểm không ?
Chỉ nhìn đường nửa mắt , nguyên_nhân do đâu ?	Chỉ nhìn đường nửa mắt , nguyên_nhân do đâu ?
Rụng tóc từng mảng , đã mọc lại rụng tiếp là dấu_hiệu của bệnh gì ?	disease* Rụng tóc *disease từng mảng , đã mọc lại rụng tiếp là dấu_hiệu của bệnh gì ?
Bé 15 ngày tuổi bị són phân nhiều lần trong ngày có sao không ?	Bé 15 ngày tuổi bị disease* són phân nhiều lần trong ngày *disease có sao không ?
Tiểu rắt , nước_tiểu màu xanh sau khi mới phá_thai có sao không ?	disease* Tiểu rắt *disease , disease* nước_tiểu màu xanh *disease sau khi mới procedure* phá_thai *procedure có sao không ?
Tôi hay chơi thể_thao và thường_xuyên bị chấn_thương , tôi muốn hỏi cách phòng_tránh chấn_thương thể_thao ?	Tôi hay chơi thể_thao và thường_xuyên bị disease* chấn_thương *disease , tôi muốn hỏi cách phòng_tránh disease* chấn_thương thể_thao *disease ?
Trẻ 16 tuổi thường_xuyên giật_mình khó ngủ có đáng lo ?	Trẻ 16 tuổi thường_xuyên disease* giật_mình khó ngủ *disease có đáng lo ?
Bị rối_loạn cảm_xúc , ám_ảnh phải làm_sao ?	Bị disease* rối_loạn cảm_xúc *disease , disease* ám_ảnh *disease phải làm_sao ?
Trẻ sơ_sinh đi phân màu xanh có bọt là bị sao ?	Trẻ sơ_sinh đi disease* phân màu xanh có bọt *disease là bị sao ?
Viêm da do sử_dụng thuốc corticoid có_thể điều_trị không ?	disease* Viêm da *disease do sử_dụng drug* thuốc corticoid *drug có_thể điều_trị không ?
Xét_nghiệm PCR âm_tính virus HPV có bị sùi mào_gà hay không ?	procedure* Xét_nghiệm PCR *procedure âm_tính disease* virus HPV *disease có bị disease* sùi mào_gà *disease hay không ?
Trẻ 16 tháng bị giun_sán có sổ được không ?	Trẻ 16 tháng bị disease* giun_sán *disease có sổ được không ?
Mẹ bầu bị trĩ giai_đoạn 3 có can_thiệp điều_trị được không ?	Mẹ disease* bầu *disease bị disease* trĩ giai_đoạn 3 *disease có can_thiệp điều_trị được không ?
Nước_tiểu cặn có phải do hẹp bao quy đầu không ?	disease* Nước_tiểu cặn *disease có phải do disease* hẹp bao quy đầu *disease không ?
Hay bị đánh_trống_ngực , khó thở , giật_mình có phải do bệnh tim_mạch ?	Hay bị disease* đánh_trống_ngực *disease , disease* khó thở *disease , disease* giật_mình *disease có phải do disease* bệnh tim_mạch *disease ?
Có được đi cùng chồng đến lớp_học tiền sản không ?	Có được đi cùng chồng đến lớp_học tiền sản không ?
Trẻ 18 tháng tuổi khó lên_cân nên khám gì ?	Trẻ 18 tháng tuổi disease* khó lên_cân *disease nên khám gì ?
Sản_phẩm Acid_Folic nào tốt nhất trên thị_trường hiện_nay ?	Sản_phẩm drug* Acid_Folic *drug nào tốt nhất trên thị_trường hiện_nay ?
Khó cương dương sau cắt dây_thần_kinh lưng thực_vật là do đâu ?	disease* Khó cương dương *disease sau procedure* cắt dây_thần_kinh lưng thực_vật *procedure là do đâu ?
